ScripNo,underlyingScripNo,Instrument,symbol,tradeSymbol,MLot,expiryDate,StrikePrice,OptType
94126,14977,OPTSTK,POWERGRID,POWERGRID17FEB250PE,4000,2017-02-23,250,PE
94127,14977,OPTSTK,POWERGRID,POWERGRID17FEB255CE,4000,2017-02-23,255,CE
94128,14977,OPTSTK,POWERGRID,POWERGRID17FEB255PE,4000,2017-02-23,255,PE
94129,11355,OPTSTK,PTC,PTC17FEB35CE,8000,2017-02-23,35,CE
94130,11355,OPTSTK,PTC,PTC17FEB35PE,8000,2017-02-23,35,PE
94131,11355,OPTSTK,PTC,PTC17FEB37.5CE,8000,2017-02-23,37,CE
94132,11355,OPTSTK,PTC,PTC17FEB37.5PE,8000,2017-02-23,37,PE
94133,11355,OPTSTK,PTC,PTC17FEB40CE,8000,2017-02-23,40,CE
94134,11355,OPTSTK,PTC,PTC17FEB40PE,8000,2017-02-23,40,PE
94135,11355,OPTSTK,PTC,PTC17FEB42.5CE,8000,2017-02-23,42,CE
94136,11355,OPTSTK,PTC,PTC17FEB42.5PE,8000,2017-02-23,42,PE
94137,11355,OPTSTK,PTC,PTC17FEB45CE,8000,2017-02-23,45,CE
94138,11355,OPTSTK,PTC,PTC17FEB45PE,8000,2017-02-23,45,PE
94139,11355,OPTSTK,PTC,PTC17FEB47.5CE,8000,2017-02-23,47,CE
94140,11355,OPTSTK,PTC,PTC17FEB47.5PE,8000,2017-02-23,47,PE
94141,11355,OPTSTK,PTC,PTC17FEB50CE,8000,2017-02-23,50,CE
94142,11355,OPTSTK,PTC,PTC17FEB50PE,8000,2017-02-23,50,PE
94143,11355,OPTSTK,PTC,PTC17FEB52.5CE,8000,2017-02-23,52,CE
94144,11355,OPTSTK,PTC,PTC17FEB52.5PE,8000,2017-02-23,52,PE
94145,11355,OPTSTK,PTC,PTC17FEB55CE,8000,2017-02-23,55,CE
94146,11355,OPTSTK,PTC,PTC17FEB55PE,8000,2017-02-23,55,PE
94147,11355,OPTSTK,PTC,PTC17FEB57.5CE,8000,2017-02-23,57,CE
94148,11355,OPTSTK,PTC,PTC17FEB57.5PE,8000,2017-02-23,57,PE
94149,11355,OPTSTK,PTC,PTC17FEB60CE,8000,2017-02-23,60,CE
94150,11355,OPTSTK,PTC,PTC17FEB60PE,8000,2017-02-23,60,PE
94151,11355,OPTSTK,PTC,PTC17FEB62.5CE,8000,2017-02-23,62,CE
94152,11355,OPTSTK,PTC,PTC17FEB62.5PE,8000,2017-02-23,62,PE
94153,11355,OPTSTK,PTC,PTC17FEB65CE,8000,2017-02-23,65,CE
94154,11355,OPTSTK,PTC,PTC17FEB65PE,8000,2017-02-23,65,PE
94155,11355,OPTSTK,PTC,PTC17FEB67.5CE,8000,2017-02-23,67,CE
94156,11355,OPTSTK,PTC,PTC17FEB67.5PE,8000,2017-02-23,67,PE
94157,11355,OPTSTK,PTC,PTC17FEB70CE,8000,2017-02-23,70,CE
94158,11355,OPTSTK,PTC,PTC17FEB70PE,8000,2017-02-23,70,PE
94159,11355,OPTSTK,PTC,PTC17FEB72.5CE,8000,2017-02-23,72,CE
94160,11355,OPTSTK,PTC,PTC17FEB72.5PE,8000,2017-02-23,72,PE
94161,11355,OPTSTK,PTC,PTC17FEB75CE,8000,2017-02-23,75,CE
94162,11355,OPTSTK,PTC,PTC17FEB75PE,8000,2017-02-23,75,PE
94163,11355,OPTSTK,PTC,PTC17FEB77.5CE,8000,2017-02-23,77,CE
94164,11355,OPTSTK,PTC,PTC17FEB77.5PE,8000,2017-02-23,77,PE
94165,11355,OPTSTK,PTC,PTC17FEB80CE,8000,2017-02-23,80,CE
94166,11355,OPTSTK,PTC,PTC17FEB80PE,8000,2017-02-23,80,PE
94167,11355,OPTSTK,PTC,PTC17FEB82.5CE,8000,2017-02-23,82,CE
94168,11355,OPTSTK,PTC,PTC17FEB82.5PE,8000,2017-02-23,82,PE
94169,11355,OPTSTK,PTC,PTC17FEB85CE,8000,2017-02-23,85,CE
94170,11355,OPTSTK,PTC,PTC17FEB85PE,8000,2017-02-23,85,PE
94171,11355,OPTSTK,PTC,PTC17FEB87.5CE,8000,2017-02-23,87,CE
94172,11355,OPTSTK,PTC,PTC17FEB87.5PE,8000,2017-02-23,87,PE
94173,11355,OPTSTK,PTC,PTC17FEB90CE,8000,2017-02-23,90,CE
94174,11355,OPTSTK,PTC,PTC17FEB90PE,8000,2017-02-23,90,PE
94175,11355,OPTSTK,PTC,PTC17FEB92.5CE,8000,2017-02-23,92,CE
94176,11355,OPTSTK,PTC,PTC17FEB92.5PE,8000,2017-02-23,92,PE
94177,11355,OPTSTK,PTC,PTC17FEB95CE,8000,2017-02-23,95,CE
94178,11355,OPTSTK,PTC,PTC17FEB95PE,8000,2017-02-23,95,PE
94179,11355,OPTSTK,PTC,PTC17FEB97.5CE,8000,2017-02-23,97,CE
94180,11355,OPTSTK,PTC,PTC17FEB97.5PE,8000,2017-02-23,97,PE
94181,11355,OPTSTK,PTC,PTC17FEB100CE,8000,2017-02-23,100,CE
94182,11355,OPTSTK,PTC,PTC17FEB100PE,8000,2017-02-23,100,PE
94183,11355,OPTSTK,PTC,PTC17FEB102.5CE,8000,2017-02-23,102,CE
94184,11355,OPTSTK,PTC,PTC17FEB102.5PE,8000,2017-02-23,102,PE
94185,11355,OPTSTK,PTC,PTC17FEB105CE,8000,2017-02-23,105,CE
94186,11355,OPTSTK,PTC,PTC17FEB105PE,8000,2017-02-23,105,PE
94187,13187,OPTSTK,RCOM,RCOM17FEB10CE,12000,2017-02-23,10,CE
94188,13187,OPTSTK,RCOM,RCOM17FEB10PE,12000,2017-02-23,10,PE
94189,13187,OPTSTK,RCOM,RCOM17FEB12.5CE,12000,2017-02-23,12,CE
94190,13187,OPTSTK,RCOM,RCOM17FEB12.5PE,12000,2017-02-23,12,PE
94191,13187,OPTSTK,RCOM,RCOM17FEB15CE,12000,2017-02-23,15,CE
94192,13187,OPTSTK,RCOM,RCOM17FEB15PE,12000,2017-02-23,15,PE
94193,13187,OPTSTK,RCOM,RCOM17FEB17.5CE,12000,2017-02-23,17,CE
94194,13187,OPTSTK,RCOM,RCOM17FEB17.5PE,12000,2017-02-23,17,PE
94195,13187,OPTSTK,RCOM,RCOM17FEB20CE,12000,2017-02-23,20,CE
94196,13187,OPTSTK,RCOM,RCOM17FEB20PE,12000,2017-02-23,20,PE
94197,13187,OPTSTK,RCOM,RCOM17FEB22.5CE,12000,2017-02-23,22,CE
94198,13187,OPTSTK,RCOM,RCOM17FEB22.5PE,12000,2017-02-23,22,PE
94199,13187,OPTSTK,RCOM,RCOM17FEB25CE,12000,2017-02-23,25,CE
94200,13187,OPTSTK,RCOM,RCOM17FEB25PE,12000,2017-02-23,25,PE
94201,13187,OPTSTK,RCOM,RCOM17FEB27.5CE,12000,2017-02-23,27,CE
94202,13187,OPTSTK,RCOM,RCOM17FEB27.5PE,12000,2017-02-23,27,PE
94203,13187,OPTSTK,RCOM,RCOM17FEB30CE,12000,2017-02-23,30,CE
94204,13187,OPTSTK,RCOM,RCOM17FEB30PE,12000,2017-02-23,30,PE
94205,13187,OPTSTK,RCOM,RCOM17FEB32.5CE,12000,2017-02-23,32,CE
94206,13187,OPTSTK,RCOM,RCOM17FEB32.5PE,12000,2017-02-23,32,PE
94207,13187,OPTSTK,RCOM,RCOM17FEB35CE,12000,2017-02-23,35,CE
94208,13187,OPTSTK,RCOM,RCOM17FEB35PE,12000,2017-02-23,35,PE
94209,13187,OPTSTK,RCOM,RCOM17FEB37.5CE,12000,2017-02-23,37,CE
94210,13187,OPTSTK,RCOM,RCOM17FEB37.5PE,12000,2017-02-23,37,PE
94211,13187,OPTSTK,RCOM,RCOM17FEB40CE,12000,2017-02-23,40,CE
94212,13187,OPTSTK,RCOM,RCOM17FEB40PE,12000,2017-02-23,40,PE
94213,13187,OPTSTK,RCOM,RCOM17FEB42.5CE,12000,2017-02-23,42,CE
94214,13187,OPTSTK,RCOM,RCOM17FEB42.5PE,12000,2017-02-23,42,PE
94215,13187,OPTSTK,RCOM,RCOM17FEB45CE,12000,2017-02-23,45,CE
94216,13187,OPTSTK,RCOM,RCOM17FEB45PE,12000,2017-02-23,45,PE
94217,13187,OPTSTK,RCOM,RCOM17FEB47.5CE,12000,2017-02-23,47,CE
94218,13187,OPTSTK,RCOM,RCOM17FEB47.5PE,12000,2017-02-23,47,PE
94219,13187,OPTSTK,RCOM,RCOM17FEB50CE,12000,2017-02-23,50,CE
94220,13187,OPTSTK,RCOM,RCOM17FEB50PE,12000,2017-02-23,50,PE
94221,13187,OPTSTK,RCOM,RCOM17FEB52.5CE,12000,2017-02-23,52,CE
94222,13187,OPTSTK,RCOM,RCOM17FEB52.5PE,12000,2017-02-23,52,PE
94223,13187,OPTSTK,RCOM,RCOM17FEB55CE,12000,2017-02-23,55,CE
94224,13187,OPTSTK,RCOM,RCOM17FEB55PE,12000,2017-02-23,55,PE
94225,13187,OPTSTK,RCOM,RCOM17FEB57.5CE,12000,2017-02-23,57,CE
94226,13187,OPTSTK,RCOM,RCOM17FEB57.5PE,12000,2017-02-23,57,PE
94227,13187,OPTSTK,RCOM,RCOM17FEB60CE,12000,2017-02-23,60,CE
94228,13187,OPTSTK,RCOM,RCOM17FEB60PE,12000,2017-02-23,60,PE
94229,15355,OPTSTK,RECLTD,RECLTD17FEB82.5CE,6000,2017-02-23,82,CE
94230,15355,OPTSTK,RECLTD,RECLTD17FEB82.5PE,6000,2017-02-23,82,PE
94231,15355,OPTSTK,RECLTD,RECLTD17FEB85CE,6000,2017-02-23,85,CE
94232,15355,OPTSTK,RECLTD,RECLTD17FEB85PE,6000,2017-02-23,85,PE
94233,15355,OPTSTK,RECLTD,RECLTD17FEB87.5CE,6000,2017-02-23,87,CE
94234,15355,OPTSTK,RECLTD,RECLTD17FEB87.5PE,6000,2017-02-23,87,PE
94235,15355,OPTSTK,RECLTD,RECLTD17FEB90CE,6000,2017-02-23,90,CE
94236,15355,OPTSTK,RECLTD,RECLTD17FEB90PE,6000,2017-02-23,90,PE
94237,15355,OPTSTK,RECLTD,RECLTD17FEB92.5CE,6000,2017-02-23,92,CE
94238,15355,OPTSTK,RECLTD,RECLTD17FEB92.5PE,6000,2017-02-23,92,PE
94239,15355,OPTSTK,RECLTD,RECLTD17FEB95CE,6000,2017-02-23,95,CE
94240,15355,OPTSTK,RECLTD,RECLTD17FEB95PE,6000,2017-02-23,95,PE
94241,15355,OPTSTK,RECLTD,RECLTD17FEB97.5CE,6000,2017-02-23,97,CE
94242,15355,OPTSTK,RECLTD,RECLTD17FEB97.5PE,6000,2017-02-23,97,PE
94243,15355,OPTSTK,RECLTD,RECLTD17FEB100CE,6000,2017-02-23,100,CE
94244,15355,OPTSTK,RECLTD,RECLTD17FEB100PE,6000,2017-02-23,100,PE
94245,15355,OPTSTK,RECLTD,RECLTD17FEB102.5CE,6000,2017-02-23,102,CE
94246,15355,OPTSTK,RECLTD,RECLTD17FEB102.5PE,6000,2017-02-23,102,PE
94247,15355,OPTSTK,RECLTD,RECLTD17FEB105CE,6000,2017-02-23,105,CE
94248,15355,OPTSTK,RECLTD,RECLTD17FEB105PE,6000,2017-02-23,105,PE
94249,15355,OPTSTK,RECLTD,RECLTD17FEB107.5CE,6000,2017-02-23,107,CE
94250,15355,OPTSTK,RECLTD,RECLTD17FEB107.5PE,6000,2017-02-23,107,PE
94251,15355,OPTSTK,RECLTD,RECLTD17FEB110CE,6000,2017-02-23,110,CE
94252,15355,OPTSTK,RECLTD,RECLTD17FEB110PE,6000,2017-02-23,110,PE
94253,15355,OPTSTK,RECLTD,RECLTD17FEB112.5CE,6000,2017-02-23,112,CE
94254,15355,OPTSTK,RECLTD,RECLTD17FEB112.5PE,6000,2017-02-23,112,PE
94255,15355,OPTSTK,RECLTD,RECLTD17FEB115CE,6000,2017-02-23,115,CE
94256,15355,OPTSTK,RECLTD,RECLTD17FEB115PE,6000,2017-02-23,115,PE
94257,15355,OPTSTK,RECLTD,RECLTD17FEB117.5CE,6000,2017-02-23,117,CE
94258,15355,OPTSTK,RECLTD,RECLTD17FEB117.5PE,6000,2017-02-23,117,PE
94259,15355,OPTSTK,RECLTD,RECLTD17FEB120CE,6000,2017-02-23,120,CE
94260,15355,OPTSTK,RECLTD,RECLTD17FEB120PE,6000,2017-02-23,120,PE
94261,15355,OPTSTK,RECLTD,RECLTD17FEB122.5CE,6000,2017-02-23,122,CE
94262,15355,OPTSTK,RECLTD,RECLTD17FEB122.5PE,6000,2017-02-23,122,PE
94263,15355,OPTSTK,RECLTD,RECLTD17FEB125CE,6000,2017-02-23,125,CE
94264,15355,OPTSTK,RECLTD,RECLTD17FEB125PE,6000,2017-02-23,125,PE
94265,15355,OPTSTK,RECLTD,RECLTD17FEB127.5CE,6000,2017-02-23,127,CE
94266,15355,OPTSTK,RECLTD,RECLTD17FEB127.5PE,6000,2017-02-23,127,PE
94267,15355,OPTSTK,RECLTD,RECLTD17FEB130CE,6000,2017-02-23,130,CE
94268,15355,OPTSTK,RECLTD,RECLTD17FEB130PE,6000,2017-02-23,130,PE
94269,15355,OPTSTK,RECLTD,RECLTD17FEB132.5CE,6000,2017-02-23,132,CE
94270,15355,OPTSTK,RECLTD,RECLTD17FEB132.5PE,6000,2017-02-23,132,PE
94271,15355,OPTSTK,RECLTD,RECLTD17FEB135CE,6000,2017-02-23,135,CE
94272,15355,OPTSTK,RECLTD,RECLTD17FEB135PE,6000,2017-02-23,135,PE
94273,15355,OPTSTK,RECLTD,RECLTD17FEB137.5CE,6000,2017-02-23,137,CE
94274,15355,OPTSTK,RECLTD,RECLTD17FEB137.5PE,6000,2017-02-23,137,PE
94275,15355,OPTSTK,RECLTD,RECLTD17FEB140CE,6000,2017-02-23,140,CE
94276,15355,OPTSTK,RECLTD,RECLTD17FEB140PE,6000,2017-02-23,140,PE
94277,15355,OPTSTK,RECLTD,RECLTD17FEB142.5CE,6000,2017-02-23,142,CE
94278,15355,OPTSTK,RECLTD,RECLTD17FEB142.5PE,6000,2017-02-23,142,PE
94279,15355,OPTSTK,RECLTD,RECLTD17FEB145CE,6000,2017-02-23,145,CE
94280,15355,OPTSTK,RECLTD,RECLTD17FEB145PE,6000,2017-02-23,145,PE
94281,15355,OPTSTK,RECLTD,RECLTD17FEB147.5CE,6000,2017-02-23,147,CE
94282,15355,OPTSTK,RECLTD,RECLTD17FEB147.5PE,6000,2017-02-23,147,PE
94283,15355,OPTSTK,RECLTD,RECLTD17FEB150CE,6000,2017-02-23,150,CE
94284,15355,OPTSTK,RECLTD,RECLTD17FEB150PE,6000,2017-02-23,150,PE
94285,15355,OPTSTK,RECLTD,RECLTD17FEB152.5CE,6000,2017-02-23,152,CE
94286,15355,OPTSTK,RECLTD,RECLTD17FEB152.5PE,6000,2017-02-23,152,PE
94287,15355,OPTSTK,RECLTD,RECLTD17FEB155CE,6000,2017-02-23,155,CE
94288,15355,OPTSTK,RECLTD,RECLTD17FEB155PE,6000,2017-02-23,155,PE
94289,15355,OPTSTK,RECLTD,RECLTD17FEB157.5CE,6000,2017-02-23,157,CE
94290,15355,OPTSTK,RECLTD,RECLTD17FEB157.5PE,6000,2017-02-23,157,PE
94291,15355,OPTSTK,RECLTD,RECLTD17FEB160CE,6000,2017-02-23,160,CE
94292,15355,OPTSTK,RECLTD,RECLTD17FEB160PE,6000,2017-02-23,160,PE
94293,15355,OPTSTK,RECLTD,RECLTD17FEB162.5CE,6000,2017-02-23,162,CE
94294,15355,OPTSTK,RECLTD,RECLTD17FEB162.5PE,6000,2017-02-23,162,PE
94295,15355,OPTSTK,RECLTD,RECLTD17FEB165CE,6000,2017-02-23,165,CE
94296,15355,OPTSTK,RECLTD,RECLTD17FEB165PE,6000,2017-02-23,165,PE
94297,15355,OPTSTK,RECLTD,RECLTD17FEB167.5CE,6000,2017-02-23,167,CE
94298,15355,OPTSTK,RECLTD,RECLTD17FEB167.5PE,6000,2017-02-23,167,PE
94299,15355,OPTSTK,RECLTD,RECLTD17FEB170CE,6000,2017-02-23,170,CE
94300,15355,OPTSTK,RECLTD,RECLTD17FEB170PE,6000,2017-02-23,170,PE
94301,15355,OPTSTK,RECLTD,RECLTD17FEB172.5CE,6000,2017-02-23,172,CE
94302,15355,OPTSTK,RECLTD,RECLTD17FEB172.5PE,6000,2017-02-23,172,PE
94303,15355,OPTSTK,RECLTD,RECLTD17FEB175CE,6000,2017-02-23,175,CE
94304,15355,OPTSTK,RECLTD,RECLTD17FEB175PE,6000,2017-02-23,175,PE
94305,15355,OPTSTK,RECLTD,RECLTD17FEB177.5CE,6000,2017-02-23,177,CE
94306,15355,OPTSTK,RECLTD,RECLTD17FEB177.5PE,6000,2017-02-23,177,PE
94307,15355,OPTSTK,RECLTD,RECLTD17FEB180CE,6000,2017-02-23,180,CE
94308,15355,OPTSTK,RECLTD,RECLTD17FEB180PE,6000,2017-02-23,180,PE
94309,15355,OPTSTK,RECLTD,RECLTD17FEB182.5CE,6000,2017-02-23,182,CE
94310,15355,OPTSTK,RECLTD,RECLTD17FEB182.5PE,6000,2017-02-23,182,PE
94311,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB180CE,1500,2017-02-23,180,CE
94312,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB180PE,1500,2017-02-23,180,PE
94313,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB200CE,1500,2017-02-23,200,CE
94314,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB200PE,1500,2017-02-23,200,PE
94315,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB220CE,1500,2017-02-23,220,CE
94316,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB220PE,1500,2017-02-23,220,PE
94317,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB240CE,1500,2017-02-23,240,CE
94318,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB240PE,1500,2017-02-23,240,PE
94319,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB260CE,1500,2017-02-23,260,CE
94320,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB260PE,1500,2017-02-23,260,PE
94321,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB280CE,1500,2017-02-23,280,CE
94322,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB280PE,1500,2017-02-23,280,PE
94323,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB300CE,1500,2017-02-23,300,CE
94324,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB300PE,1500,2017-02-23,300,PE
94325,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB320CE,1500,2017-02-23,320,CE
94326,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB320PE,1500,2017-02-23,320,PE
94327,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB340CE,1500,2017-02-23,340,CE
94328,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB340PE,1500,2017-02-23,340,PE
94329,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB360CE,1500,2017-02-23,360,CE
94330,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB360PE,1500,2017-02-23,360,PE
94331,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB380CE,1500,2017-02-23,380,CE
94332,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB380PE,1500,2017-02-23,380,PE
94333,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB400CE,1500,2017-02-23,400,CE
94334,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB400PE,1500,2017-02-23,400,PE
94335,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB420CE,1500,2017-02-23,420,CE
94336,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB420PE,1500,2017-02-23,420,PE
94337,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB440CE,1500,2017-02-23,440,CE
94338,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB440PE,1500,2017-02-23,440,PE
94339,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB460CE,1500,2017-02-23,460,CE
94340,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB460PE,1500,2017-02-23,460,PE
94341,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB480CE,1500,2017-02-23,480,CE
94342,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB480PE,1500,2017-02-23,480,PE
94343,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB500CE,1500,2017-02-23,500,CE
94344,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB500PE,1500,2017-02-23,500,PE
94345,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB520CE,1500,2017-02-23,520,CE
94346,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB520PE,1500,2017-02-23,520,PE
94347,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB540CE,1500,2017-02-23,540,CE
94348,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB540PE,1500,2017-02-23,540,PE
94349,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB560CE,1500,2017-02-23,560,CE
94350,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB560PE,1500,2017-02-23,560,PE
94351,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB580CE,1500,2017-02-23,580,CE
94352,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB580PE,1500,2017-02-23,580,PE
94353,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB600CE,1500,2017-02-23,600,CE
94354,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB600PE,1500,2017-02-23,600,PE
94355,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB620CE,1500,2017-02-23,620,CE
94356,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB620PE,1500,2017-02-23,620,PE
94357,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB640CE,1500,2017-02-23,640,CE
94358,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB640PE,1500,2017-02-23,640,PE
94359,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB660CE,1500,2017-02-23,660,CE
94360,2882,OPTSTK,RELCAPITAL,RELCAPITAL17FEB660PE,1500,2017-02-23,660,PE
94361,2885,OPTSTK,RELIANCE,RELIANCE17FEB580CE,500,2017-02-23,580,CE
94362,2885,OPTSTK,RELIANCE,RELIANCE17FEB580PE,500,2017-02-23,580,PE
94363,2885,OPTSTK,RELIANCE,RELIANCE17FEB600CE,500,2017-02-23,600,CE
94364,2885,OPTSTK,RELIANCE,RELIANCE17FEB600PE,500,2017-02-23,600,PE
94365,2885,OPTSTK,RELIANCE,RELIANCE17FEB620CE,500,2017-02-23,620,CE
94366,2885,OPTSTK,RELIANCE,RELIANCE17FEB620PE,500,2017-02-23,620,PE
94367,2885,OPTSTK,RELIANCE,RELIANCE17FEB640CE,500,2017-02-23,640,CE
94368,2885,OPTSTK,RELIANCE,RELIANCE17FEB640PE,500,2017-02-23,640,PE
94369,2885,OPTSTK,RELIANCE,RELIANCE17FEB660CE,500,2017-02-23,660,CE
94370,2885,OPTSTK,RELIANCE,RELIANCE17FEB660PE,500,2017-02-23,660,PE
94371,2885,OPTSTK,RELIANCE,RELIANCE17FEB680CE,500,2017-02-23,680,CE
94372,2885,OPTSTK,RELIANCE,RELIANCE17FEB680PE,500,2017-02-23,680,PE
94373,2885,OPTSTK,RELIANCE,RELIANCE17FEB700CE,500,2017-02-23,700,CE
94374,2885,OPTSTK,RELIANCE,RELIANCE17FEB700PE,500,2017-02-23,700,PE
94375,2885,OPTSTK,RELIANCE,RELIANCE17FEB720CE,500,2017-02-23,720,CE
94376,2885,OPTSTK,RELIANCE,RELIANCE17FEB720PE,500,2017-02-23,720,PE
94377,2885,OPTSTK,RELIANCE,RELIANCE17FEB740CE,500,2017-02-23,740,CE
94378,2885,OPTSTK,RELIANCE,RELIANCE17FEB740PE,500,2017-02-23,740,PE
94379,2885,OPTSTK,RELIANCE,RELIANCE17FEB760CE,500,2017-02-23,760,CE
94380,2885,OPTSTK,RELIANCE,RELIANCE17FEB760PE,500,2017-02-23,760,PE
94381,2885,OPTSTK,RELIANCE,RELIANCE17FEB780CE,500,2017-02-23,780,CE
94382,2885,OPTSTK,RELIANCE,RELIANCE17FEB780PE,500,2017-02-23,780,PE
94383,2885,OPTSTK,RELIANCE,RELIANCE17FEB800CE,500,2017-02-23,800,CE
94384,2885,OPTSTK,RELIANCE,RELIANCE17FEB800PE,500,2017-02-23,800,PE
94385,2885,OPTSTK,RELIANCE,RELIANCE17FEB820CE,500,2017-02-23,820,CE
94386,2885,OPTSTK,RELIANCE,RELIANCE17FEB820PE,500,2017-02-23,820,PE
94387,2885,OPTSTK,RELIANCE,RELIANCE17FEB840CE,500,2017-02-23,840,CE
94388,2885,OPTSTK,RELIANCE,RELIANCE17FEB840PE,500,2017-02-23,840,PE
94389,2885,OPTSTK,RELIANCE,RELIANCE17FEB860CE,500,2017-02-23,860,CE
94390,2885,OPTSTK,RELIANCE,RELIANCE17FEB860PE,500,2017-02-23,860,PE
94391,2885,OPTSTK,RELIANCE,RELIANCE17FEB880CE,500,2017-02-23,880,CE
94392,2885,OPTSTK,RELIANCE,RELIANCE17FEB880PE,500,2017-02-23,880,PE
94393,2885,OPTSTK,RELIANCE,RELIANCE17FEB900CE,500,2017-02-23,900,CE
94394,2885,OPTSTK,RELIANCE,RELIANCE17FEB900PE,500,2017-02-23,900,PE
94395,2885,OPTSTK,RELIANCE,RELIANCE17FEB920CE,500,2017-02-23,920,CE
94396,2885,OPTSTK,RELIANCE,RELIANCE17FEB920PE,500,2017-02-23,920,PE
94397,2885,OPTSTK,RELIANCE,RELIANCE17FEB940CE,500,2017-02-23,940,CE
94398,2885,OPTSTK,RELIANCE,RELIANCE17FEB940PE,500,2017-02-23,940,PE
94399,2885,OPTSTK,RELIANCE,RELIANCE17FEB960CE,500,2017-02-23,960,CE
94400,2885,OPTSTK,RELIANCE,RELIANCE17FEB960PE,500,2017-02-23,960,PE
94401,2885,OPTSTK,RELIANCE,RELIANCE17FEB980CE,500,2017-02-23,980,CE
94402,2885,OPTSTK,RELIANCE,RELIANCE17FEB980PE,500,2017-02-23,980,PE
94403,2885,OPTSTK,RELIANCE,RELIANCE17FEB1000CE,500,2017-02-23,1000,CE
94404,2885,OPTSTK,RELIANCE,RELIANCE17FEB1000PE,500,2017-02-23,1000,PE
94405,2885,OPTSTK,RELIANCE,RELIANCE17FEB1020CE,500,2017-02-23,1020,CE
94406,2885,OPTSTK,RELIANCE,RELIANCE17FEB1020PE,500,2017-02-23,1020,PE
94407,2885,OPTSTK,RELIANCE,RELIANCE17FEB1040CE,500,2017-02-23,1040,CE
94408,2885,OPTSTK,RELIANCE,RELIANCE17FEB1040PE,500,2017-02-23,1040,PE
94409,2885,OPTSTK,RELIANCE,RELIANCE17FEB1060CE,500,2017-02-23,1060,CE
94410,2885,OPTSTK,RELIANCE,RELIANCE17FEB1060PE,500,2017-02-23,1060,PE
94411,2885,OPTSTK,RELIANCE,RELIANCE17FEB1080CE,500,2017-02-23,1080,CE
94412,2885,OPTSTK,RELIANCE,RELIANCE17FEB1080PE,500,2017-02-23,1080,PE
94413,2885,OPTSTK,RELIANCE,RELIANCE17FEB1100CE,500,2017-02-23,1100,CE
94414,2885,OPTSTK,RELIANCE,RELIANCE17FEB1100PE,500,2017-02-23,1100,PE
94415,2885,OPTSTK,RELIANCE,RELIANCE17FEB1120CE,500,2017-02-23,1120,CE
94416,2885,OPTSTK,RELIANCE,RELIANCE17FEB1120PE,500,2017-02-23,1120,PE
